,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
1019,6.964,11.567,0.914,72.06,0.917,0.059,0.403
1020,7.131,11.58,0.917,72.24,0.79,-0.054,0.301
1021,6.891,11.598,0.875,72.42,0.938,0.106,0.366
1022,6.702,11.617,0.934,72.6,0.932,0.052,0.375
1023,6.967,11.64,0.941,72.6,0.882,0.019,0.356
1024,7.061,11.634,0.905,72.6,0.903,0.044,0.33
1025,7.243,11.645,0.902,72.6,0.884,-0.022,0.385
1026,7.404,11.648,0.912,72.6,0.93,-0.045,0.39
1028,4.64,7.439,0.776,54.92,0.332,-0.099,0.773
1029,4.381,7.336,0.818,56.22,0.546,-0.062,0.897
1030,3.551,7.339,0.673,56.64,0.487,-0.055,0.854
1031,3.816,7.334,0.673,57.06,0.48,-0.019,0.868
1032,3.676,7.34,0.655,57.48,0.529,-0.023,0.791
1033,3.593,7.344,0.647,57.9,0.545,-0.041,0.861
1034,3.663,7.356,0.746,58.3,0.57,-0.069,0.864
1035,4.079,7.368,0.626,58.7,0.57,-0.033,0.847
1036,4.071,7.386,0.666,59.1,0.551,0.003,0.889
1037,4.339,7.406,0.701,59.5,0.55,-0.012,0.72
1038,3.83,6.678,0.554,44.88,0.767,0.2,0.676
1039,4.891,6.742,0.6,46.26,0.91,0.202,0.691
1040,5.148,6.838,0.718,49.02,0.879,0.176,0.689
1041,3.946,6.895,0.613,51.42,0.733,0.099,0.853
1042,4.279,6.885,0.604,52.44,0.637,0.169,0.886
1043,4.035,6.907,0.563,53.46,0.752,0.078,0.857
1044,4.563,6.935,0.512,54.48,0.786,0.061,0.824
1045,3.868,6.935,0.494,55.5,0.801,0.058,0.835
1046,3.476,6.932,0.524,56.2,0.81,0.066,0.824
1047,3.417,6.945,0.555,56.9,0.848,0.025,0.735
1048,3.335,6.949,0.528,57.6,0.799,0.073,0.766
1049,3.869,6.966,0.549,58.3,0.765,0.004,0.68
1050,6.012,9.839,0.866,64.96,0.837,0.201,0.74
1051,6.239,9.881,0.871,65.12,0.844,0.089,0.799
1052,5.807,9.909,0.803,65.28,0.78,0.044,0.884
1053,5.385,9.875,0.792,65.44,0.874,-0.009,0.858
1054,5.58,9.93,0.839,65.6,0.769,0.032,0.844
1055,5.786,9.966,0.77,65.76,0.84,-0.016,0.842
1056,5.914,10.005,0.841,65.92,0.848,0.017,0.847
1057,5.77,10.037,0.831,66.08,0.791,0.264,0.755
1058,5.963,10.082,0.863,66.24,0.808,0.239,0.845
1059,6.322,10.118,0.818,66.4,0.675,0.222,0.838
1060,5.339,10.223,0.789,67.0,0.875,0.127,0.894
1061,5.428,10.252,0.842,67.2,0.916,0.123,0.782
1063,4.014,7.593,0.761,45.92,0.555,-0.072,0.761
1064,4.115,7.607,0.747,47.16,0.495,-0.012,0.918
1065,3.977,7.622,0.733,47.78,0.634,0.008,0.819
1066,3.762,7.642,0.751,48.4,0.749,-0.028,0.811
1067,4.667,7.643,0.796,48.76,0.823,-0.101,0.726
1068,4.313,7.605,0.823,49.12,0.704,-0.088,0.787
1069,3.676,7.599,0.82,49.48,0.665,-0.053,0.755
1070,3.975,7.638,0.843,49.84,0.652,-0.037,0.658
1071,4.582,7.669,0.83,50.2,0.634,-0.068,0.8
1072,4.016,7.695,0.836,50.7,0.696,-0.07,0.862
1073,4.742,7.718,0.741,51.2,0.753,-0.069,0.863
1074,4.416,7.733,0.692,51.7,0.737,-0.034,0.793
1075,4.988,7.752,0.755,52.2,0.67,-0.038,0.846
1081,6.452,10.486,0.941,72.08,0.904,0.404,0.67
1082,6.613,10.566,0.919,72.2,0.912,0.347,0.664
1083,6.591,10.599,0.93,72.2,0.916,0.345,0.696
1084,6.676,10.635,0.937,72.2,0.924,0.253,0.69
1085,6.91,10.67,0.932,72.2,0.927,0.179,0.595
1086,6.733,10.677,0.922,72.2,0.924,0.087,0.689
1088,4.149,8.533,0.682,53.66,0.573,-0.072,0.586
1089,4.248,8.501,0.67,53.94,0.593,-0.018,0.841
1090,4.5,8.473,0.819,54.22,0.735,0.039,0.848
1091,4.772,8.47,0.857,54.5,0.669,0.055,0.727
1092,4.785,8.481,0.75,54.82,0.567,0.052,0.747
1093,4.673,8.495,0.763,55.14,0.487,-0.021,0.707
1094,4.199,8.506,0.741,55.46,0.603,-0.079,0.676
1095,4.483,8.519,0.853,55.78,0.468,-0.054,0.589
1096,3.923,8.542,0.875,56.1,0.447,0.055,0.715
1097,4.472,8.526,0.785,56.4,0.467,-0.175,0.842
1098,4.678,8.533,0.779,56.7,0.527,-0.153,0.777
1099,4.314,8.526,0.802,57.0,0.467,-0.112,0.711
1100,4.153,8.556,0.798,57.3,0.628,-0.102,0.743
1101,5.477,9.767,0.8,64.7,0.848,0.191,0.847
1102,5.648,9.865,0.785,65.3,0.824,0.176,0.879
1103,5.61,9.935,0.836,65.8,0.819,0.139,0.891
1104,6.174,9.972,0.91,66.1,0.912,0.087,0.818
1105,5.882,10.008,0.909,66.4,0.867,-0.073,0.785
1106,6.241,10.043,0.913,66.7,0.893,-0.053,0.81
1107,6.015,9.972,0.893,67.0,0.843,-0.037,0.772
1109,6.525,9.825,0.879,66.32,0.67,-0.095,0.747
1110,6.829,9.821,0.876,66.38,0.677,-0.128,0.785
1111,6.963,9.752,0.868,66.44,0.682,-0.076,0.764
1112,6.802,9.788,0.876,66.5,0.778,-0.048,0.693
1113,6.91,9.81,0.824,66.68,0.831,-0.099,0.698
1114,7.32,9.832,0.767,66.86,0.788,-0.093,0.633
1115,7.443,9.832,0.759,67.04,0.739,-0.165,0.615
1116,6.68,9.847,0.782,67.22,0.779,-0.094,0.63
1117,6.236,9.867,0.761,67.4,0.719,-0.152,0.708
1118,6.824,9.884,0.893,67.7,0.752,-0.153,0.809
1119,6.41,9.893,0.8,68.0,0.861,-0.202,0.801
1120,6.55,9.903,0.858,68.3,0.816,-0.179,0.809
1121,6.432,9.891,0.852,68.6,0.903,-0.141,0.809
1122,5.964,9.782,0.779,68.9,0.873,-0.119,0.778
1123,5.102,8.936,0.812,60.58,0.554,-0.164,0.926
1124,4.775,8.968,0.804,60.76,0.696,-0.186,0.93
1125,5.503,9.045,0.872,60.94,0.641,-0.056,0.926
1126,5.554,8.984,0.856,61.12,0.551,-0.099,0.925
1127,5.59,9.054,0.847,61.3,0.598,-0.088,0.929
1128,5.792,9.111,0.869,61.62,0.628,-0.082,0.957
1129,5.996,9.105,0.826,61.94,0.602,-0.05,0.955
1130,5.756,9.192,0.803,62.26,0.658,-0.069,0.941
1131,5.917,9.241,0.805,62.58,0.623,-0.113,0.925
1132,6.017,9.246,0.84,62.9,0.595,-0.09,0.943
1133,5.578,9.3,0.837,63.6,0.557,-0.047,0.969
1134,5.326,9.363,0.831,64.3,0.553,-0.053,0.926
1135,5.682,9.423,0.892,65.0,0.824,-0.084,0.929
1136,5.803,9.475,0.809,65.7,0.784,-0.092,0.884
1137,5.812,9.462,0.874,66.4,0.859,-0.058,0.941
1138,4.609,8.833,0.881,58.82,0.781,0.064,0.918
1139,4.493,8.904,0.92,59.28,0.484,0.068,0.962
1140,4.586,8.92,0.904,60.2,0.631,0.099,0.928
1141,5.031,9.061,0.948,60.5,0.7,0.151,0.931
1142,4.885,9.158,0.919,60.8,0.688,0.107,0.932
1143,4.913,9.248,0.935,61.1,0.748,0.136,0.928
1144,4.825,9.304,0.943,61.4,0.752,0.146,0.909
1145,4.983,9.308,0.906,61.7,0.686,0.173,0.9
1146,5.057,9.3,0.947,61.9,0.76,0.09,0.9
1147,5.334,9.334,0.924,62.1,0.675,0.119,0.865
1148,5.465,9.386,0.942,62.3,0.696,0.054,0.849
1149,5.563,9.418,0.946,62.5,0.711,0.149,0.873
1150,6.011,9.396,0.918,62.7,0.718,0.141,0.843
1151,5.196,9.693,0.832,66.2,0.512,-0.134,0.815
1152,4.801,9.699,0.816,66.8,0.556,-0.101,0.838
1153,5.455,9.724,0.805,67.1,0.552,-0.206,0.757
1154,5.223,9.755,0.818,67.26,0.546,-0.226,0.762
1155,5.219,9.726,0.704,67.42,0.462,-0.192,0.755
1156,5.074,9.76,0.736,67.58,0.502,-0.176,0.693
1157,5.283,9.777,0.863,67.74,0.503,0.097,0.768
1158,5.125,9.81,0.74,67.9,0.583,-0.144,0.781
1159,5.304,9.839,0.866,68.1,0.569,-0.087,0.849
1160,5.615,9.885,0.881,68.3,0.626,-0.083,0.756
1161,5.65,9.934,0.856,68.5,0.626,-0.051,0.769
1162,5.386,9.97,0.832,68.7,0.694,-0.105,0.82
1163,5.722,9.913,0.887,68.9,0.802,0.06,0.845
1165,5.085,8.783,0.833,63.8,0.579,-0.218,0.875
1166,4.97,8.799,0.676,64.1,0.757,-0.187,0.845
1167,5.142,8.829,0.597,64.4,0.572,-0.21,0.771
1168,5.163,8.872,0.606,65.0,0.713,-0.228,0.842
1169,5.386,8.869,0.655,65.3,0.817,-0.237,0.717
1170,5.312,8.898,0.641,65.6,0.814,-0.216,0.841
1171,4.897,8.914,0.554,65.9,0.773,-0.234,0.843
1172,5.057,8.925,0.535,66.2,0.757,-0.244,0.757
1173,4.803,8.871,0.553,66.5,0.819,-0.229,0.803
1174,4.595,6.776,0.879,44.8,0.684,0.041,0.758
1175,4.833,6.823,0.748,45.5,0.643,0.074,0.854
1176,4.654,6.865,0.756,46.2,0.514,0.006,0.864
1177,4.971,6.979,0.818,48.32,0.639,-0.024,0.719
1178,4.55,7.141,0.666,51.2,0.813,0.089,0.632
1179,4.28,7.157,0.678,53.2,0.823,-0.03,0.682
1180,4.654,7.162,0.738,54.2,0.897,0.049,0.691
1181,4.932,7.155,0.742,55.2,0.87,0.073,0.682
1182,4.439,8.158,0.612,57.02,0.691,0.645,0.695
1183,4.176,8.23,0.757,57.38,0.775,0.689,0.638
1185,4.224,8.359,0.752,58.1,0.808,0.688,0.633
1186,4.623,8.408,0.793,58.4,0.877,0.679,0.607
1187,4.154,8.464,0.795,58.7,0.886,0.65,0.619
1188,4.411,8.523,0.774,59.0,0.906,0.49,0.647
1189,4.434,8.545,0.763,59.3,0.899,0.561,0.682
1190,4.431,8.554,0.796,59.6,0.825,0.47,0.647
1191,4.886,9.059,0.828,49.68,0.781,-0.101,0.839
1192,4.574,9.232,0.763,55.16,0.849,-0.183,0.79
1193,4.441,9.215,0.828,56.2,0.81,-0.19,0.831
1194,4.834,9.204,0.864,56.5,0.754,-0.169,0.846
1195,4.436,9.173,0.845,56.8,0.739,-0.174,0.879
1196,4.451,9.104,0.741,57.1,0.666,-0.104,0.81
1198,4.748,7.638,0.787,57.7,0.413,0.317,0.891
1199,4.441,7.686,0.818,58.2,0.618,0.291,0.9
1200,4.917,7.723,0.813,58.7,0.616,0.044,0.95
1201,4.35,7.765,0.779,59.2,0.519,0.092,0.911
1202,3.809,7.797,0.741,59.4,0.525,-0.01,0.935
1203,4.233,7.846,0.734,59.6,0.638,0.07,0.883
1204,4.605,7.889,0.74,59.8,0.722,0.151,0.877
1205,4.975,7.948,0.786,60.0,0.712,0.121,0.841
1206,4.812,7.976,0.748,60.2,0.763,0.227,0.824
1207,5.1,7.973,0.837,61.3,0.839,0.168,0.817
1208,4.737,8.039,0.816,62.4,0.845,0.134,0.77
1209,4.91,8.087,0.768,63.5,0.77,0.122,0.742
1210,5.449,8.136,0.772,64.6,0.79,0.167,0.712
1212,7.452,10.881,0.944,70.8,0.896,0.344,0.445
1213,7.631,10.899,0.944,71.0,0.883,0.365,0.419
1214,7.502,10.864,0.957,71.4,0.921,0.349,0.399
1215,7.564,10.875,0.938,71.52,0.925,0.336,0.359
1216,7.471,10.861,0.939,71.64,0.877,0.288,0.434
1217,7.407,10.857,0.925,71.76,0.919,0.305,0.505
1218,7.321,10.867,0.909,71.88,0.91,0.331,0.457
1219,7.324,10.882,0.879,72.0,0.904,0.261,0.412
1220,7.541,10.899,0.926,72.1,0.907,0.239,0.433
1221,7.459,10.921,0.937,72.2,0.92,0.25,0.363
1222,7.463,10.941,0.939,72.3,0.92,0.161,0.371
1223,7.425,10.953,0.941,72.4,0.886,0.213,0.36
1224,7.504,10.901,0.944,72.5,0.935,0.151,0.281
1225,7.305,10.526,0.946,71.2,0.932,0.312,0.224
1226,7.604,10.546,0.967,71.4,0.878,0.279,0.295
1227,7.381,10.528,0.944,71.6,0.893,0.298,0.334
1228,7.224,10.52,0.976,72.0,0.918,0.254,0.321
1229,7.191,10.536,0.954,72.12,0.935,0.284,0.269
1230,7.25,10.553,0.93,72.24,0.902,0.287,0.289
1231,7.28,10.571,0.958,72.36,0.944,0.237,0.312
1232,7.306,10.592,0.942,72.48,0.932,0.348,0.273
1233,7.418,10.608,0.987,72.6,0.942,0.329,0.186
1234,7.226,10.623,0.937,72.8,0.927,0.266,0.278
1235,7.327,10.633,0.955,73.0,0.942,0.294,0.222
1236,7.37,10.66,0.954,73.2,0.949,0.12,0.207
1237,7.205,10.666,0.939,73.4,0.912,0.157,0.234
1238,7.257,10.6,0.952,73.6,0.918,0.125,0.283
1239,4.46,8.398,0.877,64.14,0.745,0.01,0.844
1240,4.944,8.434,0.866,64.48,0.836,0.14,0.826
1241,5.104,8.454,0.857,64.82,0.791,0.076,0.819
1242,5.353,8.407,0.835,65.16,0.746,0.07,0.794
1243,5.687,8.436,0.863,65.5,0.792,0.018,0.802
1244,5.386,8.484,0.8,65.72,0.779,-0.02,0.76
1245,5.448,8.534,0.894,65.94,0.85,0.017,0.644
1246,5.772,8.569,0.868,66.16,0.859,0.039,0.636
1247,6.275,8.602,0.839,66.38,0.817,0.104,0.699
1248,5.924,8.636,0.827,66.6,0.809,0.077,0.728
1249,6.013,8.668,0.853,66.9,0.717,0.039,0.731
1250,6.476,8.7,0.838,67.2,0.922,0.01,0.673
1251,5.819,8.647,0.854,67.5,0.797,0.009,0.713
1252,6.113,8.595,0.874,67.8,0.883,0.029,0.622
1253,3.737,6.888,0.677,46.36,0.75,0.076,0.755
1254,4.277,6.881,0.726,47.12,0.584,-0.056,0.748
1255,4.236,6.918,0.607,47.88,0.649,-0.055,0.749
1256,4.267,6.898,0.771,48.64,0.88,-0.009,0.483
1257,4.101,6.941,0.655,49.4,0.817,-0.023,0.529
1258,4.556,6.925,0.818,49.92,0.78,-0.055,0.549
1259,3.798,6.987,0.7,50.44,0.734,-0.064,0.777
1260,3.716,7.002,0.696,50.96,0.825,-0.077,0.711
1261,4.181,7.027,0.753,51.48,0.688,-0.046,0.605
1262,3.671,7.03,0.713,52.0,0.728,-0.032,0.703
1263,4.235,7.047,0.683,52.5,0.702,-0.016,0.814
1264,4.616,7.058,0.582,53.0,0.684,-0.03,0.778
1265,5.164,7.087,0.612,53.5,0.791,0.009,0.637
1266,5.004,7.106,0.677,54.0,0.831,0.026,0.729
1267,4.71,8.326,0.735,44.12,0.649,0.085,0.871
1268,4.89,8.364,0.718,44.64,0.635,0.136,0.918
1269,4.939,8.403,0.78,45.16,0.584,0.119,0.892
1270,4.98,8.453,0.722,45.68,0.537,0.067,0.913
1271,4.76,8.504,0.824,46.2,0.565,0.067,0.911
1272,5.493,8.543,0.818,47.12,0.652,0.066,0.9
1273,4.818,8.581,0.663,47.58,0.622,0.051,0.905
1274,4.933,8.615,0.812,48.5,0.68,-0.035,0.926
1275,5.22,8.573,0.805,48.9,0.798,0.043,0.905
1276,5.322,8.555,0.733,49.3,0.826,0.124,0.835
1277,5.252,8.548,0.741,49.7,0.79,-0.01,0.866
1278,4.356,8.544,0.734,50.1,0.729,0.032,0.873
1279,5.503,8.484,0.739,50.5,0.713,0.099,0.913
1287,4.494,9.416,0.811,64.095,0.439,0.08,0.87
1288,4.428,9.464,0.734,64.349,0.552,-0.042,0.844
1289,4.18,9.496,0.687,64.502,0.513,-0.058,0.856
1290,4.898,9.518,0.784,64.661,0.607,-0.087,0.865
1291,4.64,9.513,0.798,64.811,0.613,-0.084,0.92
1292,5.186,9.541,0.832,64.942,0.641,0.025,0.861
1293,5.204,9.576,0.793,65.053,0.645,0.035,0.861
1294,4.976,9.613,0.766,65.145,0.66,-0.047,0.824
1295,5.346,9.64,0.871,65.225,0.706,0.08,0.87
1296,5.234,9.65,0.8,65.303,0.752,-0.059,0.856
1297,5.24,9.677,0.849,65.389,0.745,-0.041,0.91
1298,5.015,9.711,0.815,65.474,0.725,0.024,0.923
1299,5.054,9.69,0.75,65.56,0.787,0.131,0.877
1300,7.416,11.031,0.959,71.32,0.96,0.109,0.397
1301,7.632,11.042,0.936,71.56,0.947,0.018,0.503
1302,7.678,11.017,0.948,72.24,0.947,0.147,0.368
1303,7.444,11.024,0.941,72.68,0.956,0.181,0.405
1304,7.603,11.033,0.947,72.9,0.948,0.257,0.299
1305,7.596,11.035,0.96,73.0,0.954,0.133,0.41
1306,7.579,11.05,0.95,73.1,0.953,0.236,0.25
1307,7.444,11.056,0.966,73.2,0.96,0.094,0.268
1308,7.442,11.061,0.942,73.3,0.954,0.111,0.271
1309,7.29,11.042,0.956,73.4,0.965,0.075,0.271
1312,5.671,8.277,0.479,55.0,0.396,0.089,0.794
1313,4.414,8.271,0.373,55.4,0.335,0.1,0.848
1314,5.208,8.277,0.522,55.8,0.388,0.077,0.874
1315,5.786,8.27,0.571,56.2,0.364,0.3,0.852
1316,5.267,8.276,0.51,56.42,0.376,0.03,0.857
1317,5.132,8.289,0.542,56.64,0.367,0.165,0.842
1318,5.138,8.311,0.607,56.86,0.448,0.1,0.792
1319,5.436,8.336,0.552,57.08,0.543,0.14,0.677
1320,4.823,8.361,0.562,57.3,0.587,0.085,0.717
1321,5.549,8.394,0.627,57.7,0.634,0.095,0.793
1322,5.831,8.428,0.69,58.1,0.713,0.045,0.714
1323,5.472,8.464,0.685,58.5,0.773,0.069,0.799
1324,4.443,8.453,0.617,58.9,0.685,0.124,0.776
1326,4.151,8.218,0.712,61.897,0.365,-0.08,0.844
1327,4.386,8.276,0.666,62.015,0.358,-0.07,0.753
1328,4.47,8.329,0.738,62.132,0.468,-0.085,0.797
1329,4.703,8.383,0.822,62.25,0.504,-0.117,0.752
1339,6.128,9.764,0.951,67.9,0.882,-0.047,0.912
1340,6.894,9.859,0.937,68.0,0.64,0.083,0.915
1341,6.931,9.935,0.922,68.1,0.707,0.06,0.881
1342,7.034,9.93,0.905,68.2,0.721,0.014,0.889
1343,7.321,9.969,0.928,68.3,0.755,-0.009,0.88
1344,7.248,10.059,0.876,68.5,0.829,0.009,0.84
1345,6.86,10.135,0.897,68.7,0.783,-0.002,0.796
1346,6.866,10.184,0.896,68.9,0.811,0.018,0.814
1347,6.631,10.217,0.873,69.1,0.894,0.002,0.847
1348,6.606,10.255,0.883,69.3,0.847,-0.007,0.81
1349,6.118,10.287,0.882,69.4,0.884,-0.102,0.837
1350,6.568,10.324,0.912,69.5,0.9,-0.17,0.841
1351,6.281,10.343,0.904,69.6,0.861,-0.131,0.837
1352,6.086,10.356,0.886,69.7,0.883,-0.199,0.869
1353,4.73,9.088,0.895,63.62,0.691,0.066,0.841
1354,5.272,9.126,0.863,63.84,0.699,0.132,0.93
1355,5.57,9.174,0.889,64.06,0.649,0.057,0.891
1356,5.576,9.158,0.9,64.28,0.718,0.027,0.857
1357,5.841,9.25,0.889,64.5,0.726,0.076,0.78
1358,5.677,9.278,0.869,64.62,0.666,0.191,0.756
1359,5.82,9.259,0.931,64.74,0.748,0.2,0.774
1360,5.936,9.326,0.939,64.86,0.909,0.046,0.903
1361,5.119,9.36,0.959,64.98,0.759,-0.002,0.762
1362,5.56,9.377,0.914,65.1,0.806,-0.008,0.863
1363,5.801,9.406,0.94,65.3,0.854,-0.071,0.756
1364,5.713,9.441,0.902,65.5,0.891,0.003,0.81
1365,5.653,9.448,0.892,65.9,0.876,0.028,0.882
1366,4.811,8.989,0.875,65.34,0.668,-0.071,0.895
1367,5.214,9.063,0.756,65.58,0.638,-0.078,0.931
1368,5.129,9.142,0.777,65.82,0.638,-0.067,0.896
1369,5.519,9.145,0.799,66.06,0.638,-0.079,0.88
1370,5.613,9.217,0.812,66.3,0.757,-0.06,0.881
1371,5.892,9.27,0.756,66.48,0.773,-0.123,0.824
1372,5.825,9.322,0.764,66.66,0.703,-0.079,0.867
1373,5.783,9.369,0.797,66.84,0.703,-0.066,0.87
1374,5.866,9.382,0.819,67.02,0.722,-0.136,0.878
1375,5.577,9.402,0.798,67.2,0.802,-0.09,0.884
1376,5.701,9.426,0.803,67.5,0.83,-0.134,0.866
1377,5.711,9.434,0.83,67.8,0.827,-0.154,0.895
1378,5.68,9.456,0.845,68.1,0.83,-0.178,0.906
1379,5.999,9.461,0.809,68.4,0.815,-0.13,0.874
1381,5.074,8.608,0.801,60.0,0.852,-0.022,0.88
1382,4.589,8.634,0.798,60.2,0.861,0.083,0.817
1383,4.88,8.632,0.775,60.4,0.874,0.004,0.805
1384,4.942,8.686,0.805,60.6,0.893,0.033,0.812
1385,4.994,8.707,0.789,60.8,0.883,0.073,0.783
1386,5.002,8.756,0.813,61.0,0.914,0.053,0.771
1387,4.977,8.805,0.846,61.2,0.907,0.021,0.756
1388,5.313,8.85,0.813,61.4,0.902,-0.015,0.787
1389,5.547,8.896,0.854,61.6,0.912,-0.051,0.755
1390,5.431,8.95,0.821,61.7,0.908,-0.071,0.792
1391,5.594,9.002,0.851,61.8,0.926,-0.141,0.711
1392,5.869,9.05,0.846,61.9,0.918,-0.108,0.726
1393,6.268,9.095,0.845,62.0,0.91,-0.083,0.748
1394,5.08,9.061,0.781,62.1,0.932,-0.116,0.744
1396,5.886,9.978,0.913,66.7,0.772,-0.047,0.925
1397,5.772,10.047,0.917,67.1,0.821,0.073,0.898
1398,5.887,10.085,0.955,67.3,0.795,0.002,0.905
1399,5.646,10.133,0.905,67.46,0.868,-0.067,0.908
1400,5.876,10.149,0.936,67.62,0.811,-0.027,0.888
1401,5.746,10.164,0.912,67.78,0.776,-0.137,0.916
1402,5.75,10.197,0.924,67.94,0.875,-0.064,0.898
1403,6.007,10.235,0.893,68.1,0.793,-0.093,0.81
1404,6.162,10.266,0.917,68.5,0.871,-0.091,0.848
1405,6.201,10.314,0.882,68.9,0.831,-0.122,0.639
1406,6.111,10.366,0.863,69.3,0.87,-0.254,0.72
1407,6.242,10.407,0.878,69.7,0.883,-0.231,0.696
1408,6.139,10.371,0.953,70.1,0.767,-0.007,0.787
1409,5.405,10.36,0.905,69.84,0.882,-0.179,0.88
1410,5.717,10.384,0.886,70.32,0.646,-0.217,0.933
1411,5.095,10.368,0.864,70.8,0.721,-0.106,0.948
1412,5.22,10.353,0.856,71.0,0.875,-0.173,0.962
1413,4.994,10.315,0.866,71.2,0.774,-0.097,0.959
1414,5.158,10.312,0.867,71.4,0.788,-0.118,0.946
1415,5.127,10.325,0.862,71.6,0.847,-0.126,0.941
1416,5.081,10.347,0.866,71.8,0.8,-0.163,0.941
1417,5.447,10.37,0.905,72.0,0.838,-0.225,0.922
1418,5.711,10.407,0.9,72.2,0.905,-0.176,0.881
1419,5.92,10.434,0.887,72.4,0.877,-0.261,0.88
1420,6.095,10.457,0.876,72.6,0.882,-0.234,0.915
1421,5.768,10.371,0.875,72.8,0.913,-0.238,0.867
1422,6.418,11.456,0.894,66.58,0.865,0.235,0.184
1428,5.394,9.892,0.736,64.48,0.686,-0.188,0.949
1429,5.368,9.949,0.812,64.96,0.606,-0.196,0.967
1430,4.909,9.915,0.689,65.2,0.566,-0.085,0.974
1431,5.023,9.94,0.753,65.42,0.65,-0.14,0.964
1432,5.167,9.965,0.74,65.64,0.645,-0.112,0.959
1433,5.082,10.004,0.778,65.86,0.655,-0.129,0.952
1434,5.727,10.041,0.753,66.08,0.754,-0.1,0.958
1435,5.777,10.083,0.787,66.3,0.796,-0.141,0.962
1436,5.969,10.136,0.809,66.6,0.822,-0.115,0.949
1437,6.09,10.211,0.811,66.9,0.839,-0.16,0.926
1438,6.151,10.26,0.818,67.2,0.845,-0.217,0.921
1439,6.13,10.306,0.842,67.5,0.848,-0.221,0.954
1440,4.964,9.991,0.895,58.68,0.643,-0.307,0.935
1441,5.223,10.074,0.885,59.26,0.593,-0.284,0.933
1442,5.619,10.125,0.882,59.84,0.643,-0.305,0.924
1443,5.158,10.044,0.908,60.42,0.617,-0.283,0.954
1444,5.385,10.087,0.909,61.0,0.613,-0.296,0.937
1445,5.389,10.129,0.883,61.42,0.626,-0.279,0.935
1446,5.621,10.166,0.901,61.84,0.609,-0.293,0.938
1447,5.537,10.182,0.881,62.26,0.661,-0.289,0.934
1448,6.037,10.171,0.932,62.68,0.744,-0.265,0.869
1449,5.996,10.149,0.924,63.1,0.685,-0.171,0.913
1450,5.855,10.149,0.911,63.5,0.714,-0.181,0.925
1451,5.579,10.166,0.896,63.9,0.731,-0.145,0.862
1452,5.514,10.191,0.909,64.3,0.729,-0.147,0.865
1453,5.441,10.205,0.91,64.7,0.715,-0.116,0.848
1454,5.495,10.162,0.887,65.1,0.714,-0.071,0.823
1456,4.363,7.239,0.486,53.04,0.752,0.017,0.286
1457,4.03,7.273,0.559,54.62,0.766,-0.001,0.41
1458,4.097,7.369,0.57,56.82,0.829,-0.039,0.161
1459,3.333,7.428,0.637,57.44,0.835,-0.012,0.081
1460,3.466,7.449,0.75,58.06,0.904,-0.028,0.117
1461,3.596,7.484,0.748,58.68,0.894,-0.023,0.078
1462,3.483,7.544,0.678,59.3,0.908,0.025,0.095
1463,3.333,7.576,0.665,59.9,0.911,0.025,0.159
1464,3.108,7.588,0.517,60.5,0.908,0.051,0.214
1465,3.561,7.644,0.616,61.1,0.924,0.057,0.164
1466,3.268,7.708,0.489,61.7,0.869,0.064,0.168
1469,6.811,10.722,0.823,64.04,0.532,-0.022,0.508
1470,6.148,10.673,0.921,64.22,0.639,-0.11,0.445
1482,4.417,7.881,0.76,53.38,0.736,-0.051,0.805
1483,4.68,7.903,0.718,54.06,0.698,-0.002,0.827
1484,4.683,7.916,0.756,54.74,0.612,-0.03,0.879
1485,4.335,7.909,0.81,55.42,0.557,-0.036,0.918
1486,4.372,7.917,0.76,56.1,0.777,-0.077,0.851
1487,3.834,7.904,0.602,56.56,0.641,-0.16,0.87
1488,3.669,7.926,0.711,57.02,0.668,-0.036,0.852
1489,3.647,7.926,0.823,57.48,0.636,-0.052,0.837
1490,4.395,7.961,0.856,57.94,0.692,-0.045,0.7
1491,4.617,7.995,0.702,58.4,0.72,-0.111,0.765
1492,4.595,8.029,0.839,58.8,0.744,-0.086,0.794
1493,4.683,8.072,0.744,59.2,0.687,-0.044,0.825
1494,4.769,8.106,0.739,59.6,0.629,-0.074,0.805
1495,5.489,8.13,0.688,60.0,0.759,-0.019,0.796
1496,4.75,9.532,0.844,65.6,0.453,-0.165,0.905
1497,4.38,9.568,0.77,66.0,0.373,-0.178,0.961
1498,4.461,9.579,0.726,66.2,0.463,-0.17,0.965
1499,4.815,9.607,0.773,66.36,0.44,-0.185,0.977
1500,5.155,9.605,0.819,66.52,0.461,-0.13,0.952
1501,5.102,9.638,0.828,66.68,0.533,-0.1,0.908
1502,5.113,9.627,0.783,66.84,0.532,0.072,0.912
1503,5.318,9.649,0.816,67.0,0.546,-0.062,0.859
1504,5.753,9.688,0.895,67.4,0.614,-0.068,0.89
1505,5.122,9.713,0.884,67.8,0.685,-0.077,0.851
1506,5.936,9.762,0.853,68.2,0.74,-0.1,0.864
1507,6.241,9.808,0.903,68.6,0.753,-0.04,0.813
1508,6.042,9.788,0.852,69.0,0.843,0.149,0.824
1509,3.628,7.136,0.561,40.3,0.679,0.101,0.836
1510,3.585,7.187,0.686,41.2,0.72,0.248,0.83
1511,2.997,7.215,0.591,42.1,0.716,0.148,0.925
1512,4.134,7.254,0.812,43.9,0.726,0.012,0.91
1513,4.502,7.292,0.782,44.32,0.77,0.005,0.855
